type,time_100avg,cost_100avg,fails_100total,visited,repeated,explored
dense,0.23754037913333262,-87.34021243405957,0.13166666666666665,46.38199999999999,2953.6180000000004,56.82
sparse,0.2360590588666648,-244.96817706572014,0.13133333333333333,46.382,2953.617999999999,56.822999999999986
