type,id,time_100avg,cost_100avg,fails_100total,visited,repeated,explored
dense,10,0.17183852199999933,505.675,0.64,231.06,2803.36,248.42
sparse,10,0.1873159770000075,1309.875,0.61,213.14,2816.25,232.6
