type,id,time_100avg,cost_100avg,fails_100total,visited,repeated,explored
dense,1,0.2049340019999886,-94.4949494949495,0.0,16.42,2934.35,20.12
sparse,1,0.20664780199999314,0.0,0.0,16.71,2935.92,20.52
