type,id,time_100avg,cost_100avg,fails_100total
dense,1,0.09733989133333339,24.354508611955424,0.33
dense,2,0.0911462833333334,-37.75400094830338,0.15333333333333335
dense,3,0.09865307600000002,-7.48,0.6666666666666666
dense,4,0.09164607166666655,-90.34470555899127,0.3433333333333333
dense,5,0.0949304136666671,-125.50105442176873,0.07333333333333333
dense,6,0.09163196999999922,12.305651105162857,0.12333333333333334
dense,7,0.09430152133333432,-63.46166666666667,0.32
dense,8,0.10260153533333342,-50.739632086534925,0.25666666666666665
dense,9,0.0927303260000004,-108.4911111111111,0.38666666666666666
dense,10,0.09016218633333362,-11.238844586213006,0.13666666666666666
sparse,1,0.09676142400000098,92.78473378473377,0.3466666666666667
sparse,2,0.09134418800000028,109.7763247889573,0.10999999999999999
sparse,3,0.09964725866666602,10.753333333333332,0.6666666666666666
sparse,4,0.09175498666666461,69.63161512027492,0.3433333333333333
sparse,5,0.09472549166666529,72.37782081377152,0.10999999999999999
sparse,6,0.09072242933333162,151.2729215918046,0.06666666666666667
sparse,7,0.09488337166666629,147.62666666666667,0.3466666666666667
sparse,8,0.10282665966666532,131.88332859174966,0.22666666666666668
sparse,9,0.09320992733333054,81.91536368248697,0.4266666666666667
sparse,10,0.09153619566666445,135.2591632928475,0.13333333333333333
