type,id,time_1avg,cost_1avg,fails_1total,visited,repeated,explored
dense,1,0.29840344799958984,-5.0,0.0,248.0,0.0,272.0
dense,2,0.20701728299900424,303.0,0.0,201.0,0.0,222.0
dense,3,0.2637367190000077,135.0,0.0,223.0,0.0,250.0
dense,4,0.25434691900227335,369.0,0.0,222.0,0.0,246.0
dense,5,0.2994191479992878,270.0,0.0,244.0,0.0,265.0
dense,6,0.25217611600237433,379.0,0.0,218.0,0.0,245.0
dense,7,0.2612887160030368,152.0,0.0,224.0,0.0,247.0
dense,8,0.27190737199998694,171.0,0.0,223.0,0.0,244.0
dense,9,0.23736670799917192,94.0,0.0,213.0,0.0,240.0
dense,10,0.22755897699971683,119.0,0.0,207.0,0.0,231.0
sparse,1,0.09369176299878745,87.0,0.0,186.0,0.0,236.0
sparse,2,0.041885653998178896,76.0,0.0,71.0,0.0,87.0
sparse,3,0.03448136899896781,31.0,0.0,48.0,0.0,58.0
sparse,4,0.06974600800094777,59.0,0.0,151.0,0.0,183.0
sparse,5,0.057667809996928554,1.0,0.0,94.0,0.0,117.0
sparse,6,0.057620527000835864,40.0,0.0,99.0,0.0,123.0
sparse,7,0.06123481000031461,22.0,0.0,113.0,0.0,135.0
sparse,8,0.07700013399880845,28.0,0.0,143.0,0.0,169.0
sparse,9,0.03500901900042663,74.0,0.0,64.0,0.0,80.0
sparse,10,0.06103534300200408,19.0,0.0,103.0,0.0,129.0
