type,id,time_1avg,cost_1avg,fails_1total,visited,repeated,explored
dense,1,0.19025127399982011,-5.0,0.0,0.0,0.0,0.0
sparse,1,0.06344710000121268,-5.0,0.0,0.0,0.0,0.0
