type,time_1avg,cost_1avg,fails_1total,visited,repeated,explored
dense,38.69054298906679,45.5,0.5333333333333333,0.0,0.0,0.0
sparse,9.293867007866659,22.633333333333333,0.06666666666666667,0.0,0.0,0.0
