type,id,time_1avg,cost_1avg,fails_1total,visited,repeated,explored
dense,1,0.059658745012711734,-21.0,0.0,"[{709, 9, 10, 11, 12, 13, 14, 15, 909, 209, 2515, 2516, 2517, 409, 609, 809, 109, 1009, 1010, 1011, 1012, 309, 2615, 509}]",[0],"[{8, 9, 10, 11, 12, 13, 14, 15, 16, 909, 409, 809, 2609, 2612, 309, 310, 2615, 709, 209, 2515, 2516, 2517, 2518, 1109, 608, 609, 109, 1009, 1010, 1011, 1012, 1013, 509}]"
sparse,1,0.025939219995052554,-17.0,0.0,"[{1409, 2318, 1818, 1309, 2215, 2216, 2217, 2218, 1709, 1718, 2615, 1209, 2115, 1609, 1610, 1611, 1612, 1613, 1614, 1615, 1616, 1617, 1618, 2515, 2516, 2517, 2518, 1109, 2015, 1509, 1009, 2418, 1010, 1011, 1012, 1915, 1916, 1917, 1918}]",[0],"[{1409, 909, 2318, 15, 1809, 1818, 1309, 2214, 2215, 2216, 2217, 2218, 1709, 1718, 2615, 1209, 2618, 2115, 1608, 1609, 1610, 1611, 1612, 1613, 1614, 1615, 1616, 1617, 1618, 2515, 2516, 2517, 2518, 2519, 1619, 1109, 2015, 1509, 1518, 1009, 2418, 1010, 1011, 1012, 1013, 1915, 1916, 1917, 1918}]"
