type,id,time_1avg,cost_1avg,fails_1total,visited,repeated,explored
dense,1,0.1535000886663814,115.66666666666667,0.0,76.66666666666667,0.0,92.0
dense,2,0.21189038333371477,131.33333333333334,0.0,146.0,0.0,159.66666666666666
dense,3,0.2921378073321345,118.0,0.0,176.33333333333334,0.0,196.0
dense,4,0.3257092386666045,177.66666666666666,0.0,224.33333333333334,0.0,239.0
dense,5,0.29000301766548847,169.0,0.0,188.66666666666666,0.0,202.66666666666666
dense,6,0.23987954766804856,103.66666666666667,0.0,155.66666666666666,0.0,170.66666666666666
dense,7,0.31075181433334365,128.0,0.0,189.0,0.0,207.66666666666666
dense,8,0.19097168666606498,120.0,0.0,94.0,0.0,109.66666666666667
dense,9,0.19391430599959372,154.0,0.0,138.33333333333334,0.0,151.0
dense,10,0.11416005366724373,115.66666666666667,0.0,60.333333333333336,0.0,71.66666666666667
sparse,1,0.048340448000089964,35.333333333333336,0.0,57.0,0.0,69.0
sparse,2,0.09179401400009131,22.666666666666668,0.0,150.0,0.0,165.0
sparse,3,0.10472576400085624,27.333333333333332,0.0,164.66666666666666,0.0,185.0
sparse,4,0.11489594666757814,11.666666666666666,0.0,207.66666666666666,0.0,222.66666666666666
sparse,5,0.1124247789994115,5.0,0.0,187.0,0.0,203.33333333333334
sparse,6,0.08668112599965146,3.6666666666666665,0.0,146.66666666666666,0.0,161.33333333333334
sparse,7,0.09950094399998004,16.666666666666668,0.0,160.66666666666666,0.0,177.66666666666666
sparse,8,0.06172337199920245,26.333333333333332,0.0,87.66666666666667,0.0,101.66666666666667
sparse,9,0.07760886999919119,15.666666666666666,0.0,131.0,0.0,144.0
sparse,10,0.04938587800036961,-7.666666666666667,0.3333333333333333,77.33333333333333,0.0,88.33333333333333
