type,id,time_1avg,cost_1avg,fails_1total
dense,1,0.5406757849996211,1071.0,0.0
dense,2,0.32862305200251285,756.0,0.0
dense,3,0.0363937319998513,-3.0,0.0
dense,4,2.7977456280059414,1511.0,0.0
dense,5,0.5228262749951682,1193.0,0.0
dense,6,0.9107869230065262,1320.0,0.0
dense,7,0.20300488200155087,498.0,0.0
dense,8,0.401282706996426,766.0,0.0
dense,9,0.29545416500332067,662.0,0.0
dense,10,1.3920074999987264,1510.0,0.0
sparse,1,8.264977883001848,-346.0,0.0
sparse,2,0.4068413640052313,106.0,0.0
sparse,3,0.03794099299557274,-514.0,0.0
sparse,4,4.99163249200501,-453.0,0.0
sparse,5,0.8315235080008279,-205.0,0.0
sparse,6,1.445191042002989,-627.0,0.0
sparse,7,0.418986947996018,-59.0,0.0
sparse,8,0.10822933099552756,23.0,0.0
sparse,9,0.3745618340035435,-212.0,0.0
sparse,10,2.0435892079985933,-50.0,0.0
