type,id,time_1avg,cost_1avg,fails_1total
dense,1,1.7302025596679111,1381.6666666666667,0.0
dense,2,1.1355598930022097,1122.6666666666667,0.0
dense,3,0.3949635963338854,474.6666666666667,0.0
dense,4,6.1443938403341845,1589.6666666666667,0.0
dense,5,2.7571019466631697,1372.0,0.0
dense,6,4.868060319000506,1425.6666666666667,0.0
dense,7,2.306507130335376,1215.0,0.0
dense,8,0.5484249400008897,935.0,0.0
dense,9,0.9635406399999434,1302.6666666666667,0.0
dense,10,1.8627800739996019,1539.0,0.0
sparse,1,18.030880204334,-231.33333333333334,0.0
sparse,2,0.750566819003628,159.33333333333334,0.0
sparse,3,12.549108210662476,-152.66666666666666,0.0
sparse,4,19.655806945001434,-296.3333333333333,0.0
sparse,5,8.738891655334251,-45.666666666666664,0.0
sparse,6,24.959929580334574,-351.3333333333333,0.0
sparse,7,2.53310814666717,-8.333333333333334,0.0
sparse,8,1.6898795419959545,62.0,0.0
sparse,9,5.517092708668012,-51.0,0.0
sparse,10,5.6763260269993525,37.666666666666664,0.0
