type,id,time_100avg,cost_100avg,fails_100total,visited,repeated,explored
dense,10,0.15344720400000028,671.3333333333334,1.0,55.82,1990.64,70.27
sparse,10,0.1542795519999936,739.3157894736842,1.0,57.66,1990.27,72.47
