type,time_100avg,cost_100avg,fails_100total,visited,repeated,explored
dense,0.21337280120000351,284.46001216645465,0.2849999999999999,35.498999999999995,2964.5010000000007,44.495666666666665
sparse,0.21030593369999914,451.0271258873063,0.2886666666666667,35.482333333333344,2964.5176666666666,44.439333333333344
