type,id,time_100avg,cost_100avg,fails_100total,visited,repeated,explored
dense,1,0.13175684066666954,155.98294573643412,0.38000000000000006,26.80666666666667,1973.1933333333334,34.42666666666667
dense,2,0.13076692566666526,364.8353033884949,0.3166666666666667,39.223333333333336,1960.7766666666666,48.51
dense,3,0.13402318999999807,89.9263768115942,0.36000000000000004,24.656666666666666,1975.3433333333332,31.856666666666666
dense,4,0.12955307033333344,179.93401171754547,0.38000000000000006,37.32666666666667,1962.6733333333334,45.98666666666667
dense,5,0.13536512433333733,203.70442311738336,0.13333333333333333,41.656666666666666,1958.3433333333335,52.21
dense,6,0.12984514266666033,418.35370370370373,0.29333333333333333,35.153333333333336,1964.8466666666666,43.126666666666665
dense,7,0.13182587333333837,354.0101967068879,0.48,35.723333333333336,1964.2766666666666,44.27
dense,8,0.1377744026666672,372.17482837528604,0.2733333333333334,36.23,1963.7700000000002,45.92666666666667
dense,9,0.13332490633333313,186.3572126797933,0.10000000000000002,40.06333333333333,1959.9366666666665,48.943333333333335
dense,10,0.12777502300000151,393.82537326221535,0.27,35.75,1964.25,45.099999999999994
sparse,1,0.13134764833332913,179.50120250120253,0.38999999999999996,25.930000000000003,1974.07,33.48
sparse,2,0.1302281303333325,483.2713577421816,0.31333333333333335,38.75333333333333,1961.2466666666667,47.79333333333333
sparse,3,0.1340815123333338,116.52458781362007,0.3566666666666667,24.09,1975.9099999999999,31.110000000000003
sparse,4,0.12833486133333052,319.7770229468599,0.37333333333333335,37.28666666666667,1962.7133333333331,45.876666666666665
sparse,5,0.14154916699999906,429.53146258503403,0.16,41.373333333333335,1958.6266666666668,51.873333333333335
sparse,6,0.13081722533333656,489.592933006536,0.31,34.48666666666667,1965.5133333333333,42.453333333333326
sparse,7,0.1318178953333298,546.5257066276803,0.5266666666666667,34.550000000000004,1965.45,42.98
sparse,8,0.14364872666667225,462.8721051845211,0.27666666666666667,36.06666666666666,1963.9333333333334,45.73
sparse,9,0.13515496166666252,394.5976523297491,0.09000000000000001,39.763333333333335,1960.2366666666667,48.57333333333333
sparse,10,0.1312193223333361,585.6831370541048,0.2733333333333334,36.303333333333335,1963.6966666666667,45.806666666666665
