type,id,time_100avg,cost_100avg,fails_100total
dense,1,0.09242222517015762,-1684.0,0.0
dense,2,0.08307259175962826,-1610.0,0.0
dense,3,0.0313964312702592,-1109.0,0.0
dense,4,0.03441973918976146,-1126.0,0.0
dense,5,0.029864510030383828,-1769.0,0.0
dense,6,0.11837446163975983,-1817.0,0.0
dense,7,0.06604485909047071,-1797.0,0.0
dense,8,0.10344084965981892,-1675.0,0.0
dense,9,0.17360790731014275,-1731.0,0.0
dense,10,0.14057193408014426,-1801.0,0.0
sparse,1,0.0647932214600587,-416.0,0.0
sparse,2,0.10780175820036675,-412.0,0.0
sparse,3,0.14993207359955704,-307.0,0.0
sparse,4,0.1639693594995333,-302.0,0.0
sparse,5,0.07953959907958051,-130.0,0.0
sparse,6,0.17888748958001088,-318.0,0.0
sparse,7,0.07986146431059751,-260.0,0.0
sparse,8,0.184870230499655,-425.0,0.0
sparse,9,0.03707425656983105,-164.0,0.0
sparse,10,0.18734703904956404,-337.0,0.0
