type,id,time_100avg,cost_100avg,fails_100total
dense,1,0.09141021733333328,23.513539518900348,0.01
dense,2,0.0932873896666667,89.53243836211578,0.02666666666666667
dense,3,0.09338067699999991,-21.720204081632655,0.3333333333333333
dense,4,0.094470918666667,-8.283333333333333,0.3333333333333333
dense,5,0.0935426760000001,-66.98,0.0
dense,6,0.09442614666666665,76.36384680134681,0.02
dense,7,0.09352221100000047,61.55021276595745,0.04
dense,8,0.09272302500000061,-15.527092198581562,0.02
dense,9,0.09285725866666629,21.804046039211602,0.04
dense,10,0.08954824499999953,64.65903718031377,0.02666666666666667
sparse,1,0.09012522199999863,284.27,0.0033333333333333335
sparse,2,0.09346941433333371,413.58390681003584,0.030000000000000002
sparse,3,0.09365849100000183,233.27053872053872,0.3333333333333333
sparse,4,0.09497773233333286,549.549292929293,0.33
sparse,5,0.09380601066666751,314.5566666666667,0.0
sparse,6,0.09367163233333335,437.44138888888887,0.013333333333333334
sparse,7,0.09344613199999895,440.0763847394628,0.016666666666666666
sparse,8,0.09308912699999818,351.86048658629306,0.02666666666666667
sparse,9,0.09279927166666369,398.8139128123339,0.02
sparse,10,0.0899732423333315,436.5829081632653,0.02666666666666667
