type,id,time_1avg,cost_1avg,fails_1total,visited,repeated,explored
dense,1,23.21682894733264,34.333333333333336,0.3333333333333333,0.0,0.0,0.0
dense,2,57.57677478033353,37.0,0.6666666666666666,0.0,0.0,0.0
dense,3,11.571543022332966,89.0,0.0,0.0,0.0,0.0
dense,4,23.531979523999933,91.66666666666667,0.3333333333333333,0.0,0.0,0.0
dense,5,31.437717442667537,48.0,0.3333333333333333,0.0,0.0,0.0
dense,6,60.085710783000955,0.0,1.0,0.0,0.0,0.0
dense,7,44.78440341166728,50.666666666666664,0.6666666666666666,0.0,0.0,0.0
dense,8,40.18656670533346,1.0,0.6666666666666666,0.0,0.0,0.0
dense,9,34.41743412733316,103.33333333333333,0.3333333333333333,0.0,0.0,0.0
dense,10,60.09647114666647,0.0,1.0,0.0,0.0,0.0
sparse,1,3.498980430666658,19.333333333333332,0.0,0.0,0.0,0.0
sparse,2,11.785112527665964,30.333333333333332,0.0,0.0,0.0,0.0
sparse,3,0.7891282856671751,19.0,0.0,0.0,0.0,0.0
sparse,4,20.602030329332894,15.0,0.3333333333333333,0.0,0.0,0.0
sparse,5,20.498042600333065,8.0,0.3333333333333333,0.0,0.0,0.0
sparse,6,5.96108888533369,13.666666666666666,0.0,0.0,0.0,0.0
sparse,7,13.717309456333169,48.666666666666664,0.0,0.0,0.0,0.0
sparse,8,6.213270215666853,20.666666666666668,0.0,0.0,0.0,0.0
sparse,9,4.085753054333206,37.666666666666664,0.0,0.0,0.0,0.0
sparse,10,5.787954293333921,14.0,0.0,0.0,0.0,0.0
