type,id,time_1avg,cost_1avg,fails_1total,visited,repeated,explored
dense,1,2.850925038999776,-5.0,0.0,0.0,0.0,0.0
dense,2,52.56253121200098,0.0,0.0,0.0,0.0,0.0
dense,3,0.2628909429986379,-3.0,0.0,0.0,0.0,0.0
dense,4,3.0955303680002544,0.0,0.0,0.0,0.0,0.0
dense,5,0.19025127399982011,0.0,0.0,0.0,0.0,0.0
dense,6,60.07870757300043,0.0,1.0,0.0,0.0,0.0
dense,7,14.17437597999924,0.0,0.0,0.0,0.0,0.0
dense,8,0.37206545200024266,0.0,0.0,0.0,0.0,0.0
dense,9,1.034143419999964,0.0,0.0,0.0,0.0,0.0
dense,10,60.0844638840008,0.0,1.0,0.0,0.0,0.0
sparse,1,0.8176893330000894,-5.0,0.0,0.0,0.0,0.0
sparse,2,1.6261958759987465,1.0,0.0,0.0,0.0,0.0
sparse,3,0.1408623000006628,-3.0,0.0,0.0,0.0,0.0
sparse,4,0.5581754919985542,0.0,0.0,0.0,0.0,0.0
sparse,5,0.11484295999980532,0.0,0.0,0.0,0.0,0.0
sparse,6,1.6256992350008659,3.0,0.0,0.0,0.0,0.0
sparse,7,0.6916016599989234,22.0,0.0,0.0,0.0,0.0
sparse,8,0.06344710000121268,3.0,0.0,0.0,0.0,0.0
sparse,9,0.1866670929994143,34.0,0.0,0.0,0.0,0.0
sparse,10,1.729876745999718,-1.0,0.0,0.0,0.0,0.0
