,type,id,class,time_100avg,cost_100avg,fails_100total
mazes/dense/1a,dense,1,a,0.0005468373603798682,2.0,0.0
mazes/dense/1b,dense,1,b,0.000702444590133382,5.0,0.0
mazes/dense/1c,dense,1,c,0.0011664486503286753,15.0,0.0
mazes/dense/2a,dense,2,a,0.0012754975002462743,15.0,0.0
mazes/dense/2b,dense,2,b,0.0022810741293506,24.0,0.0
mazes/dense/2c,dense,2,c,0.0016113639200193576,17.0,0.0
mazes/dense/3a,dense,3,a,0.0004024371798732318,3.0,0.0
mazes/dense/3b,dense,3,b,0.0006907122795382747,5.0,0.0
mazes/dense/3c,dense,3,c,0.004257562929487904,5.0,0.0
mazes/dense/4a,dense,4,a,0.0024014608401193983,27.0,0.0
mazes/dense/4b,dense,4,b,0.0018140460400900339,25.0,0.0
mazes/dense/4c,dense,4,c,0.003265614230040228,8.0,0.0
mazes/dense/5a,dense,5,a,0.0026899470000353175,25.0,0.0
mazes/dense/5b,dense,5,b,0.001967833759772475,20.0,0.0
mazes/dense/5c,dense,5,c,0.00041338130038639067,-1.0,0.0
mazes/dense/6a,dense,6,a,0.0015132026403443888,15.0,0.0
mazes/dense/6b,dense,6,b,0.0014692339098837692,17.0,0.0
mazes/dense/6c,dense,6,c,0.002307288250012789,17.0,0.0
mazes/dense/7a,dense,7,a,0.003245812510504038,27.0,0.0
mazes/dense/7b,dense,7,b,0.0015699079802288906,19.0,0.0
mazes/dense/7c,dense,7,c,0.001252830169905792,8.0,0.0
mazes/dense/8a,dense,8,a,0.0012530124900513328,17.0,0.0
mazes/dense/8b,dense,8,b,0.0009282407001592219,15.0,0.0
mazes/dense/8c,dense,8,c,0.0015997982597764349,9.0,0.0
mazes/dense/9a,dense,9,a,0.001557836640131427,19.0,0.0
mazes/dense/9b,dense,9,b,0.0021375983300822555,17.0,0.0
mazes/dense/9c,dense,9,c,0.0005436270403151866,6.0,0.0
mazes/dense/10a,dense,10,a,0.001004893780554994,11.0,0.0
mazes/dense/10b,dense,10,b,0.0022152647499751764,18.0,0.0
mazes/dense/10c,dense,10,c,0.0009090432796074311,9.0,0.0
mazes/sparse/1a,sparse,1,a,0.0005984009796520696,2.0,0.0
mazes/sparse/1b,sparse,1,b,0.0007316133093991084,5.0,0.0
mazes/sparse/1c,sparse,1,c,0.0011092921895033215,15.0,0.0
mazes/sparse/2a,sparse,2,a,0.0010350821699830703,15.0,0.0
mazes/sparse/2b,sparse,2,b,0.0021463338296598524,24.0,0.0
mazes/sparse/2c,sparse,2,c,0.0015233200100192334,17.0,0.0
mazes/sparse/3a,sparse,3,a,0.0004833157801476773,3.0,0.0
mazes/sparse/3b,sparse,3,b,0.0006028369603154715,5.0,0.0
mazes/sparse/3c,sparse,3,c,0.004201126550105983,5.0,0.0
mazes/sparse/4a,sparse,4,a,0.002253850709821563,27.0,0.0
mazes/sparse/4b,sparse,4,b,0.0017284540000400738,25.0,0.0
mazes/sparse/4c,sparse,4,c,0.0028137026903277728,8.0,0.0
mazes/sparse/5a,sparse,5,a,0.0025661679296172225,25.0,0.0
mazes/sparse/5b,sparse,5,b,0.0016510718108474975,20.0,0.0
mazes/sparse/5c,sparse,5,c,0.0005343405895109754,-1.0,0.0
mazes/sparse/6a,sparse,6,a,0.00141902932060475,15.0,0.0
mazes/sparse/6b,sparse,6,b,0.001277456649695523,17.0,0.0
mazes/sparse/6c,sparse,6,c,0.0022563837901543593,17.0,0.0
mazes/sparse/7a,sparse,7,a,0.0031186868400982348,27.0,0.0
mazes/sparse/7b,sparse,7,b,0.0017309379305515903,19.0,0.0
mazes/sparse/7c,sparse,7,c,0.0011399473704659614,8.0,0.0
mazes/sparse/8a,sparse,8,a,0.001436791079613613,17.0,0.0
mazes/sparse/8b,sparse,8,b,0.001049466269541881,15.0,0.0
mazes/sparse/8c,sparse,8,c,0.0015971447896299651,9.0,0.0
mazes/sparse/9a,sparse,9,a,0.001613299870150513,19.0,0.0
mazes/sparse/9b,sparse,9,b,0.0025063072003104025,17.0,0.0
mazes/sparse/9c,sparse,9,c,0.0005126383697643177,6.0,0.0
mazes/sparse/10a,sparse,10,a,0.0010169345307076583,11.0,0.0
mazes/sparse/10b,sparse,10,b,0.00179180640996492,18.0,0.0
mazes/sparse/10c,sparse,10,c,0.0010252263503934954,9.0,0.0
