type,time_100avg,cost_100avg,fails_100total,visited,repeated,explored
dense,0.21205529046666688,-302.03585053916686,0.2913333333333333,35.54200000000001,2964.4579999999996,44.522
sparse,0.2107416784666666,-436.32838425835547,0.28866666666666674,35.61533333333332,2964.384666666667,44.62333333333334
