type,id,time_100avg,cost_100avg,fails_100total,visited,repeated,explored
dense,10,0.2554785120000042,45.09090909090909,1.0,56.48,2990.87,70.99
sparse,10,0.244520722999996,0.0,1.0,56.68,2990.07,71.09
