type,id,time_100avg,cost_100avg,fails_100total,visited,repeated,explored
dense,1,0.18467619600000262,-967.45,0.0,9.13,2943.52,11.31
sparse,1,0.18582041700002264,-892.5138888888889,0.0,9.93,2943.32,11.94
