type,id,time_100avg,cost_100avg,fails_100total
dense,1,0.003665660699698492,108.0,0.0
dense,2,0.00608753932028776,156.0,0.0
dense,3,0.02521861859029741,135.0,0.0
dense,4,0.019265311189810744,193.0,0.0
dense,5,0.004117405860088183,270.0,0.0
dense,6,0.003357777960045496,189.0,0.0
dense,7,0.004706737870073994,181.0,0.0
dense,8,0.0038248705896694445,205.0,0.0
dense,9,0.004648453410190996,405.0,0.0
dense,10,0.003513603220199002,119.0,0.0
sparse,1,0.0036825713501457357,38.0,0.0
sparse,2,0.006071769269838114,55.0,0.0
sparse,3,0.02532156310000573,45.0,0.0
sparse,4,0.019108693090165618,32.0,0.0
sparse,5,0.004117857730016113,70.0,0.0
sparse,6,0.0033958748605073196,19.0,0.0
sparse,7,0.004692750890390016,31.0,0.0
sparse,8,0.003870166799752042,23.0,0.0
sparse,9,0.0045560535304684895,95.0,0.0
sparse,10,0.0035061511598178186,19.0,0.0
