type,id,time_100avg,cost_100avg,fails_100total,visited,repeated,explored
dense,10,0.17120408499999995,14.615384615384615,0.53,228.88,2806.63,257.92
sparse,10,0.17794428400000356,-694.4470588235295,0.66,214.3,2814.7,244.11
