type,id,time_1avg,cost_1avg,fails_1total,visited,repeated,explored
dense,10,0.3184089709975524,783.0,0.0,286.0,0.0,305.0
sparse,10,0.11636633700254606,154.0,0.0,250.0,0.0,274.0
