type,id,time_1avg,cost_1avg,fails_1total,visited,repeated,explored
dense,1,0.20701728299900424,-5.0,0.0,201.0,0.0,222.0
sparse,1,0.03448136899896781,1.0,0.0,48.0,0.0,58.0
