type,time_100avg,cost_100avg,fails_100total,visited,repeated,explored
dense,0.38623131219999807,75.98091286902174,0.41866666666666674,183.204,1816.796,200.5316666666667
sparse,0.381379374299993,703.6246532479807,0.4406666666666666,183.44566666666665,1816.5543333333335,200.6933333333333
