type,id,time_1avg,cost_1avg,fails_1total,visited,repeated,explored
dense,10,0.394867904997227,341.0,0.0,278.0,0.0,295.0
sparse,10,0.15359044000069844,70.0,1.0,278.0,0.0,294.0
